20000001,-33.1117415387
20000002,-35.9823777206
20000003,-37.9054139311
20000004,-38.7968736361
20000005,-38.617683982
20000006,-37.3757934264
20000007,-35.1253670893
20000008,-31.9648457401
20000009,-28.0323198387
20000010,-23.4996697852
20000011,-18.5649856813
20000012,-13.4439530058
20000013,-8.36036858692
20000014,-3.5364366988
20000015,0.817050559689
20000016,4.50981426456
20000017,7.38045044647
20000018,9.30348665697
20000019,10.194946362
20000020,10.0157567078
20000021,8.77386615229
20000022,6.52343981518
20000023,3.36291846593
20000024,-0.569607435403
20000025,-5.10225748895
20000026,-10.0369415928
20000027,-15.1579742684
20000028,-20.2415586872
20000029,-25.0654905753
20000030,-29.4189778338
30000001,-30.9101455408
30000002,-33.0828581029
30000003,-33.9756097395
30000004,-33.5275675693
30000005,-31.7692570744
30000006,-28.8205175678
30000007,-24.8823016862
30000008,-20.2229636027
30000009,-15.160065154
30000010,-10.0386570966
30000011,-5.20764364641
30000012,-0.996382001396
30000013,2.30821826663
30000014,4.48093082874
30000015,5.37368246538
30000016,4.92564029516
30000017,3.16732980023
30000018,0.218590293647
30000019,-3.7196255879
30000020,-8.37896367149
30000021,-13.4418621201
30000022,-18.5632701775
30000023,-23.3942836277
30000024,-27.6055452728
40000001,-26.0738488657
40000002,-28.7425590588
40000003,1000
40000004,-28.7425388234
40000005,-26.0738372653
40000006,-21.9851524966
40000007,-16.9696535948
40000008,-11.6322358748
40000009,-6.61674023306
40000010,-2.52807840848
40000011,0.140631784674
40000012,1.06745459517
40000013,0.140611549219
40000014,-2.52809000889
40000015,-6.61677477754
40000016,-11.6322736794
40000017,-16.9696913993
40000018,-21.9851870411
