500101,-3.61964158995
500102,-1.12490548572
500103,1.36992429501
500104,3.86475407573
500105,6.35958385646
500106,8.33808755372
500107,-3.96673596806
500108,-1.47190618734
500109,1.02292359339
500110,3.51775712118
500111,6.01248947835
500112,8.50732300614
500113,-4.72955537235
500114,-1.81890314189
500115,0.675832962342
500116,3.17066274307
500117,5.66549252379
500118,8.16032230452
500119,9.6430014603
500120,-2.1659897125
500121,0.32884006823
500122,2.82366984896
500123,5.31840595319
500124,7.81323573392
500125,9.79573399193
500126,-2.92881692429
500127,-0.018164693832
500128,2.4765714104
500129,4.97140119113
500130,7.46623097186
500131,9.54898454101
500132,-0.365251264435
500133,2.12957851629
500134,4.62440829702
500135,7.11914440125
500136,8.77027942845
500137,-0.296437323824
500138,2.19829878041
500139,4.39300808896
500140,6.66599017839
500141,1.09433850098
500142,3.58291384247
500143,5.24630659516
500207,-7.2931132247
500208,-9.78796174073
500209,-12.2827915215
500210,-14.7776213022
500211,-17.2723386711
500212,-19.7671684518
500214,-7.64020760281
500215,-10.1349512012
500216,-12.6297809819
500217,-15.1246107626
500218,-17.6194405433
500219,-19.5878108126
500220,-5.49236696914
500221,-7.98721548516
500222,-10.4820452659
500223,-12.9767626348
500224,-15.4715924156
500225,-18.115749822
500227,-5.83946915475
500228,-8.3342127531
500229,-10.8290425338
500230,-13.3238723146
500231,-15.8407318804
500232,-3.69162852108
500233,-6.1864770371
500234,-8.68130681783
500235,-11.1760241868
500236,-13.2576500227
500237,-1.95971962864
500238,-4.45445573287
500239,-7.24940598577
500240,-8.99471070425
500241,-1.64652321589
500242,-4.54887255887
500243,-6.77433567991
500301,-9.44094605087
500302,-11.9356896492
500303,-14.43051943
500304,-16.9253492107
500305,-19.4201789914
500306,-21.3986639534
500307,-9.09385167276
500308,-11.5887001888
500309,-14.0835299695
500310,-16.5783597502
500311,-19.0730771192
500312,-21.5679068999
500313,-8.33103382997
500314,-11.2416860604
500315,-13.7364296588
500316,-16.2312594395
500317,1000
500318,-21.220919001
500319,-22.7035891011
500320,-10.8945916823
500321,-13.3894401983
500322,-15.8842699791
500323,-18.378987348
500324,-20.8738171287
500325,-22.8563181991
500326,-10.1317738395
500327,-13.04242607
500328,-15.5371696683
500329,-18.0319994491
500330,-20.5268292298
500331,-22.6095525091
500332,-12.6953316919
500333,-15.1901802079
500334,-17.6850099886
500335,-20.1797273576
500336,-21.8308536425
500337,-12.76415344
500338,-15.2588895442
500339,-17.4535972913
500340,-19.7265643925
500341,-14.1549261418
500342,-16.6435136619
500343,-18.3068926745
500407,-5.76747441612
500408,-3.2726446354
500409,-0.777814854671
500410,1.71701867311
500411,4.21175103029
500412,6.70658455808
500414,-5.42038159952
500415,-2.92564549528
500416,-0.430815714555
500417,2.06401406617
500418,4.5588438469
500419,6.52722317181
500420,-7.56821442568
500421,-5.07338464496
500422,-2.57855486423
500423,-0.0838187599978
500424,2.41101102073
500425,5.05516561483
500427,-7.22112160908
500428,-4.72638550484
500429,-2.23155572412
500430,0.263274056609
500431,2.78016391232
500432,-9.36895443525
500433,-6.87412465452
500434,-4.37929487379
500435,-1.88455876956
500436,0.197075808611
500437,-11.1008711352
500438,-8.60613503096
500439,-5.81118321655
500440,-4.06586350984
500441,-11.4140644249
500442,-8.51172726058
500443,-6.28625039942
